galego	(adjective)|(noun)|(proper noun)	4822308446.53187
Marsupilami		4786097186.79188
Timurid		4711365958.55555
hermann		4504625886.82558
Bertran		4464806985.92715
Navodaya		4463407316.62701
franciszek		4463350501.49835
Rajmala		4463350501.49835
Shyamlal		4463350501.49835
Dwivedi		4463350501.49835
eesti	(adjective)|(noun)	4418213707.96795
Vitalstatistix		4408247408.88726
Dehlavi		4197798332.56526
Olrik		4030397630.98264
jaroslav		3993969171.25976
tagalog	(noun)	3884491663.62344
playwriting	(noun)	3831629279.71094
champu		3825899446.67028
Woodyard		3825880508.29406
Uc		3825729131.03064
malayalam	(noun)|(proper noun)	3825729018.37024
yoruba	(noun)	3825729002.7843
Jamatia		3825729001.2843
Pranesh		3825729001.2843
Kernewek	(proper noun)	3825729001.2843
Sudhanya		3825729001.2843
Kaul		3825729001.2843
Boson	(noun)	3825729001.2843
Kaal		3825729001.2843
felibres		3825729001.2843
Khusraw		3685625319.09157
Kasravi		3685625186.34523
Forough		3684206953.49162
Abdolhossein		3684194327.90747
mohammad		3684143842.65682
Taghi		3684136425.7408
Houshang		3684136339.24324
Etesami		3684136339.24324
dehkhoda		3684136339.24324
Sepid		3684136339.24324
Meskoob		3684136339.24324
Behbahani		3684136339.24324
Dehkhoda		3684136339.24324
Akhavan		3684136339.24324
Chubak		3684136339.24324
Youshij		3684136339.24324
simin		3684136339.24324
Bahman	(proper noun)	3613372745.71865
euskara	(noun)	3599858269.94804
Rastapopoulos		3526597927.10981
Khariboli	(proper noun)	3506975066.30593
carlo		3244206730.02092
Banham		3210030826.541
Gascon	(adjective)|(noun)|(proper noun)	3195479055.95087
Soyinka		3191652190.6737
vishnu		3189150021.09156
tripadi		3188164316.19891
kashmiri		3188114999.98383
Faidit		3188107890.30926
venetian		3188107539.51361
Cueillette		3188107501.07025
Haridasa		3188107501.07025
Riquier		3188107501.07025
Adhunik		3188107501.07025
Haskalah		3188107501.07025
Felibrige		3188107501.07025
Beunans		3188107501.07025
Pegulhan		3188107501.07025
friulian		3188107501.07025
Bahan		3188107501.07025
Vrittanta		3188107501.07025
Guillem	(proper noun)	3188107501.07025
Debbarma		3188107501.07025
kaal	(adjective)|(noun)|(verb)|(adverb)	3188107501.07025
ragale		3188107501.07025
Asplet		3188107501.07025
Lucente		3188107501.07025
balac		3188107501.07025
Soir		3148939637.23141
Zorglub		3148748149.20518
obelix		2896848297.26877
Asteriks		2896848297.26877
Janry		2896848297.26877
trimeter	(noun)	2875179188.73915
monogatari	(noun)	2870846002.9838
apollonius		2869404106.87183
monodic	(adjective)	2869404068.42847
timaeus		2869347253.29981
arrian		2869347253.29981
callimachus		2869347253.29981
Eudoxus		2869347253.29981
Cnidus		2869347253.29981
appian		2869347253.29981
yomihon		2869296750.96322
letteratura	(noun)	2853691926.17591
AIs		2838787704.20508
albanian	(noun)	2834024022.96953
panegyric	(noun)	2765262338.99205
Kermani		2764591106.03442
Malkom		2764558364.03848
Shamlou		2763140131.18487
manuel	(noun)|(adjective)	2763123553.02823
Tusi		2763102655.67144
Sohrab		2763102340.92999
Shahrokh		2763102254.43243
Bijan		2763102254.43243
sepid		2763102254.43243
Rostam		2763102254.43243
galician		2763026938.82144
jesters	(noun)|(plural)	2712854097.4584
australian		2644735399.71128
versification	(noun)	2551805571.67431
piotr		2550630669.00788
Kochanowski		2550614602.36256
Ogun		2550587005.52938
Yoruban		2550587005.52938
Egungun		2550587005.52938
tadeusz		2550557783.01515
Gatha		2550518733.85214
Morsztyn		2550511252.02449
Ventadour		2550486260.34887
Mareuil		2550486130.60254
Raimbaut		2550486130.60254
Sahithya		2550486086.28589
waray		2550486000.8562
Kesari		2550486000.8562
Chrithram		2550486000.8562
Circ		2550486000.8562
sangatya		2550486000.8562
Yakshagana		2550486000.8562
Khadiboli		2550486000.8562
shatpadi		2550486000.8562
Iluminado		2550486000.8562
Occitania	(proper noun)	2550486000.8562
Puran		2550486000.8562
Steever		2550486000.8562
Geyt		2550486000.8562
Qissa		2550486000.8562
Pragatishila		2550486000.8562
Gundert		2550486000.8562
Ranna		2550486000.8562
Malviya		2550486000.8562
Nagaraj	(proper noun)	2550486000.8562
Bhartendu		2550486000.8562
Kuvempu		2550486000.8562
Pipon		2550486000.8562
Chhayavaadi		2550486000.8562
Tripuri		2550486000.8562
Shivayogi		2550486000.8562
Maistre		2550486000.8562
aleksander		2550486000.8562
uderzo		2518998519.36415
Dogmatix		2393048593.39594
Yarshater		2357138569.89847
Nand		2355682460.29242
Isfahani		2355682460.29242
Safavi	(proper noun)	2355682460.29242
comparatists		2267098667.42773
druid	(noun)|(verb)	2174320738.42235
caribbean		2163317522.13221
antigua	(adjective)|(verb)|(noun)	2152100397.26191
inflenced		2151972563.22242
goetzfridt		2151972563.22242
sceptre	(noun)|(verb)	2141234440.48977
karel		2112943889.62301
Prakashan		2101846204.72312
Dakkhini		2072269875.69566
Ramprasad		2072269875.69566
edgar	(proper noun)	2033282580.34368
Sarcophagi		2015198815.49132
Cacofonix		2015198815.49132
henryk		1957247675.00681
goethe		1940856414.80432
Origo		1923978648.09175
Samachar		1923921832.96309
Reymont		1915905313.76686
narayana		1914320610.2482
israeli	(noun)|(adjective)|(proper noun)	1914320610.2482
Chronique		1912921445.51715
Sanskritic		1912921315.77081
Zwerling		1912915002.97874
Patrika		1912889751.81044
Aubanel		1912889751.81044
Sarbiewski		1912889751.81044
Goldoni		1912889751.81044
Shaivism	(noun)|(proper noun)	1912871982.46979
Perdigon		1912864760.13482
Sordello		1912864615.97223
bengali	(noun)|(adjective)	1912864534.81402
jakub		1912864517.72809
Belenoi		1912864517.72809
Nagendra		1912864500.64215
Ramacharitham		1912864500.64215
vk		1912864500.64215
Mourant		1912864500.64215
Gulvadi		1912864500.64215
Newlyn		1912864500.64215
Cercamon		1912864500.64215
epigraphist	(noun)	1912864500.64215
Ermes	(proper noun)	1912864500.64215
Kothoma		1912864500.64215
Janasiksha		1912864500.64215
Nagavarma		1912864500.64215
Thampi		1912864500.64215
Sankrityayan		1912864500.64215
Warkari		1912864500.64215
agan	(verb)|(noun)	1912864500.64215
Haridasas		1912864500.64215
bahman		1912864500.64215
Saguna		1912864500.64215
KOHM		1912864500.64215
Shringar		1912864500.64215
bharatendu		1912864500.64215
kazimierz		1912864500.64215
Ritikavya		1912864500.64215
Kwtal		1912864500.64215
Makabenta		1912864500.64215
Epigraphy		1912864500.64215
Frontignan		1912864500.64215
Ranade		1912864500.64215
Nakenwad		1912864500.64215
rahul		1912864500.64215
Arluth		1912864500.64215
handshapes	(noun)|(plural)	1912864500.64215
Kesva		1912864500.64215
Abhyudaya		1912864500.64215
Rodez		1912864500.64215
Prajavani		1912864500.64215
tei	(noun)|(plural)	1912864500.64215
karnataka		1912864500.64215
Goudelin		1912864500.64215
kokborok		1912864500.64215
Bellaud		1912864500.64215
Ramacharitamanas		1912864500.64215
Hukumu		1912864500.64215
Khum		1912864500.64215
Chhayavaad		1912864500.64215
Gulabrai		1912864500.64215
Miraval		1912864500.64215
Ordinalia		1912864500.64215
Feuvre		1912864500.64215
Abhidhanantar		1912864500.64215
Ruzante		1912864500.64215
Aiyer		1912864500.64215
Tregear		1912864500.64215
Raina		1912864500.64215
Nayi		1912864500.64215
Kavya		1912864500.64215
Vacqueiras		1912864500.64215
Kahani		1912864500.64215
Cadenet		1912864500.64215
Carreidas		1889248889.52311
Ehr		1889248889.52311
Thompsons		1889248889.52311
prosodic	(adjective)	1844171439.05258
Demneh		1843175072.28246
Yasht		1842453492.74522
Nafisi		1842295434.63627
Gur		1842181807.37894
eduardo		1842138782.745
Adib		1842133731.11105
Ganjavi		1842133659.61349
Fakhr		1842133647.61349
Afdal		1842133644.61349
Jamasp		1842133640.11349
bahram		1842100908.61756
Faramarz		1842100907.11756
Eshghi		1842100907.11756
Mirzadeh		1842100907.11756
Bakhtari		1842100907.11756
Hushang		1842100907.11756
Sepehri		1842100907.11756
Ebtehaj		1842100907.11756
Dowlatabadi		1842100907.11756
hagiographies	(noun)|(plural)	1842093420.78991
Daqiqi		1842068302.36796
Nezami		1842068238.62162
Shahnama		1842068175.62162
Ghaznavid		1842068171.12162
Layeq		1842068169.62162
houshang		1842068169.62162
Forsi		1842068169.62162
Moshiri		1842068169.62162
Goshasp		1842068169.62162
abdolhossein		1842068169.62162
Ghaznavids		1842068169.62162
Poetesses		1842068169.62162
Unsuri		1842068169.62162
forough		1842068169.62162
saraj	(noun)	1842068169.62162
Manuchehri		1842068169.62162
Zakani		1842068169.62162
Nazemi		1842068169.62162
Sholevar		1842068169.62162
Sokhan		1842068169.62162
ast	(verb)|(noun)	1842068169.62162
kelileh		1842068169.62162
Zahiriddin		1842068169.62162
Forouzanfar		1842068169.62162
Jalali	(proper noun)	1842068169.62162
Homaei		1842068169.62162
Behazin		1842068169.62162
Galegas		1842017667.28503
orality	(noun)	1806670760.96499
eliza		1777156248.54999
Kamble		1771170833.92792
Wallez		1763298963.5549
Sponsz		1763298963.5549
Khemed		1763298963.5549
getafix		1763298963.5549
Convolvulus	(proper noun)	1763298963.5549
Bordurian		1763298963.5549
rhymed	(verb)	1669453678.32027
soothsayer	(noun)	1644720630.91068
Borchardt		1642070664.78825
Syldavia		1637405852.71536
rene	(noun)|(adjective)	1637364001.24198
fantasio		1637349037.5867
Justforkix		1637349037.5867
quatrains	(noun)|(plural)	1559374545.21965
Syldavian		1511399111.61849
Alembick		1511399111.61849
Spip		1511399111.61849
Edifis		1511399111.61849
Bretzelburg		1511399111.61849
Wagg		1511399111.61849
Mitsuhirato		1511399111.61849
hugh		1507325046.58313
eric	(noun)	1494291975.60873
miguel		1491065935.88448
Scheherazade	(proper noun)	1478158681.40911
chivalric	(adjective)	1476901975.48455
Catullus		1469358548.34744
Iseult	(proper noun)	1464275206.84566
Fles		1455421366.74373
greece		1439808088.53473
epictetus		1439613286.18198
romans	(verb)|(noun)|(adjective)|(plural)	1438839575.09147
Oresteia		1438349623.9875
socrates		1437950760.44192
dionysius		1437585922.74872
quarreled	(verb)	1436615106.12464
Eclogues		1436263149.75681
hu	(noun)|(verb)|(adverb)|(plural)	1436154987.42425
satirising	(verb)	1435993197.46802
Anabasis		1435694868.72386
vernaculars	(noun)|(plural)	1435020830.21395
mimes	(noun)|(verb)|(plural)	1434930170.51666
Imitation	(noun)	1434929409.65465
Saikaku		1434799882.49138
Seferis		1434780949.17766
Herodas		1434758849.3429
shipmates	(noun)|(plural)	1434758849.3429
socratic		1434758849.3429
theogony	(noun)	1434758849.3429
theocritus		1434755731.39022
Dafne	(proper noun)	1434730518.66529
Callirhoe		1434730480.22193
xenophon		1434730443.27857
Phaenomena		1434730441.77857
Theogony		1434724422.41575
Lysistrata		1434724128.98649
easterling		1434698879.3182
Enneads		1434698877.8182
Almagest		1434698877.8182
preclassical	(adjective)	1434698877.8182
Filologia		1434698877.8182
Istruzione		1434698877.8182
Xiake		1434698877.8182
eratosthenes		1434698877.8182
strabo		1434681108.47755
Encheiridion		1434673756.39624
euclid		1434673665.09327
galen	(noun)|(adjective)	1434673665.09327
frankish		1434673626.64991
hadas	(noun)|(plural)	1434673626.64991
mycenaean		1434673626.64991
Dakui		1434673626.64991
trendly		1434673626.64991
Diatribai		1434673626.64991
exameter	(noun)	1434673626.64991
fascinatingly	(verb)|(adverb)	1434673626.64991
Aemilianus		1434673626.64991
giambic		1434673626.64991
beye		1434673626.64991
Chikamatsu		1434673626.64991
Olympionikai		1434673626.64991
aeolic		1434673626.64991
Efendi		1434673626.64991
cithara	(noun)	1434673626.64991
psichology		1434673626.64991
tragedis	(noun)	1434673626.64991
Zizhen		1434673626.64991
Aetia		1434673626.64991
furtherly		1434673626.64991
herodas		1434673626.64991
terminiology		1434673626.64991
whitmarsh		1434673626.64991
gutzwiller		1434673626.64991
pausanias		1434673626.64991
Pindarus		1434673626.64991
Hongdao		1434673626.64991
Epictetus		1434673626.64991
Hellenica		1434673626.64991
aratus		1434673626.64991
Youguang		1434673626.64991
helladic		1434673626.64991
VIth		1434673626.64991
minoan		1434673626.64991
latters		1434673626.64991
Monzaemon		1434673626.64991
yao	(verb)	1434673626.64991
lesky		1434673626.64991
charition		1434673626.64991
trypanis		1434673626.64991
Hizakurige		1434648375.48161
Kanzan		1434648375.48161
Ugetsu		1434648375.48161
Mandovar		1434648375.48161
Varnan		1434648375.48161
Harusame		1434648375.48161
jippensha		1434648375.48161
Teisho		1434648375.48161
Ayatari		1434648375.48161
tsuga	(noun)	1434648375.48161
Ikku		1434648375.48161
Padmapuran		1434648375.48161
hokusai		1434648375.48161
Hosomichi		1434648375.48161
Jatmal		1434648375.48161
joruri		1434648375.48161
Yogavashishtha		1434648375.48161
Daulatram		1434648375.48161
Gangabhatt		1434648375.48161
Takebe		1434648375.48161
Niranjani		1434648375.48161
Chhand		1434648375.48161
varnan		1434648375.48161
ihara		1434648375.48161
matsuo		1434648375.48161
Perpessicius		1409809870.91985
Borduria		1385506000.77894
Sarcophagus		1385449185.65028
Tapioca		1385449185.65028
Anticlimax		1385449185.65028
Duranton		1385449185.65028
Modesty		1360138411.85029
Baskervilles		1343538846.96217
janklow		1343465876.99421
bialik		1325015959.52761
julian		1317118613.60288
johannes		1308466044.40851
jewish		1294242691.82985
Krasicki		1284774374.20084
Neruda		1280514194.10124
Manzoni		1280388961.35727
Keret		1277427164.83717
partimen		1276706729.20188
Chandrashekhara		1276699110.03415
encyclopaedias	(noun)|(plural)	1276699110.03415
Potocki		1275556657.73381
Aharon	(proper noun)	1275385798.12287
vietnamese		1275379076.16835
Shabtai		1275378316.29523
Nitin		1275370834.46759
antoni		1275370834.46759
dilip		1275370834.46759
Adikavi		1275356630.68542
Adipurana		1275356630.68542
Agnon		1275332553.6152
enumerate	(verb)	1275328718.68002
Albigensian	(adjective)	1275328391.31079
Samsa		1275328223.12109
Wincenty	(proper noun)	1275299815.55676
saptapadi		1275299815.55676
Yose		1275293502.76469
Adedeji		1275293502.76469
maciej		1275275736.79904
Bedekar		1275268251.59639
Tchernichovsky		1275250485.63074
egon	(noun)	1275250482.25574
Guilhem		1275243519.41345
Peirol		1275243130.17444
Montaudon		1275243130.17444
Biagio	(proper noun)	1275243130.17444
Gallaudet		1275243058.09314
Rabindra		1275243051.68591
azzo		1275243038.87146
Beton	(noun)	1275243017.51404
Fraa		1275243001.9281
Salezy		1275243000.4281
kailasam		1275243000.4281
roumanille		1275243000.4281
Balleine		1275243000.4281
Kunhiraman		1275243000.4281
kirthanas		1275243000.4281
Barocque		1275243000.4281
Bardai		1275243000.4281
zbigniew		1275243000.4281
Naborowski		1275243000.4281
Middleages		1275243000.4281
SFU		1275243000.4281
Rozel		1275243000.4281
Serveri		1275243000.4281
Santipurana		1275243000.4281
Dnyananpith		1275243000.4281
Sescas		1275243000.4281
Hayyim		1275243000.4281
Dahake		1275243000.4281
narasimhachar		1275243000.4281
Roumanille		1275243000.4281
Sicart		1275243000.4281
Mappila		1275243000.4281
Kasprowicz		1275243000.4281
bosinad		1275243000.4281
Bhashyacharya		1275243000.4281
Pieri		1275243000.4281
Pirona		1275243000.4281
bohuslav		1275243000.4281
handshape	(noun)	1275243000.4281
Satyasraya		1275243000.4281
Bewnans		1275243000.4281
Comtempory		1275243000.4281
Maurycy	(proper noun)	1275243000.4281
gascoun		1275243000.4281
Bwchab		1275243000.4281
amaresh		1275243000.4281
Charitre		1275243000.4281
Bailiff		1275243000.4281
Laelius		1275243000.4281
Malayalabhasha		1275243000.4281
Shalev		1275243000.4281
Yashodhara		1275243000.4281
Cairel		1275243000.4281
laxman		1275243000.4281
Kaivalya		1275243000.4281
Vyakaranam		1275243000.4281
vengayil		1275243000.4281
Padhye		1275243000.4281
Trinchera		1275243000.4281
Bodhini		1275243000.4281
ismayling		1275243000.4281
Kesiraja		1275243000.4281
Kerur		1275243000.4281
Tripur		1275243000.4281
Swayamvara		1275243000.4281
Bijoy		1275243000.4281
Lebarbenchon		1275243000.4281
lauda	(verb)|(noun)	1275243000.4281
Chidananda		1275243000.4281
Randhawa		1275243000.4281
Sous	(noun)|(preposition)|(plural)	1275243000.4281
bhalchandra		1275243000.4281
Rupinderpal		1275243000.4281
Arabhatta		1275243000.4281
sircar		1275243000.4281
thereabout	(verb)|(adverb)	1275243000.4281
narasimhaswamy		1275243000.4281
Vilochan		1275243000.4281
Zimorowic		1275243000.4281
Shahmukhi	(proper noun)	1275243000.4281
Astarac		1275243000.4281
Yakshaganas		1275243000.4281
ryszard		1275243000.4281
gustaw		1275243000.4281
Interbellum		1275243000.4281
Amanieu		1275243000.4281
sirventesc		1275243000.4281
Abaji		1275243000.4281
Lebensohn		1275243000.4281
Binning		1275243000.4281
deys	(noun)|(plural)	1275243000.4281
Nwng		1275243000.4281
Navyottara		1275243000.4281
Gwarry		1275243000.4281
Sanghiran		1275243000.4281
Krishnadevaraya		1275243000.4281
Jersiaise	(noun)	1275243000.4281
nepalese	(adjective)|(noun)	1275243000.4281
parameshwara		1275243000.4281
kesava		1275243000.4281
Bijjala		1275243000.4281
Santimoy		1275243000.4281
Poornachandra		1275243000.4281
Bongee		1275243000.4281
Jersiaises	(noun)|(plural)	1275243000.4281
Nalin		1275243000.4281
Daurel		1275243000.4281
mardhekar		1275243000.4281
Veerashaivism		1275243000.4281
Vaar		1275243000.4281
Naphurai		1275243000.4281
Krishnamurti		1275243000.4281
carvals		1275243000.4281
Kokrok		1275243000.4281
Smai		1275243000.4281
Marett		1275243000.4281
Chandrashekar		1275243000.4281
Khumpui		1275243000.4281
Karnatak		1275243000.4281
gopalakrishnan		1275243000.4281
Bandaya		1275243000.4281
Nirguna		1275243000.4281
precurseurs		1275243000.4281
Carbonel		1275243000.4281
Jurat		1275243000.4281
Malayala		1275243000.4281
Nirgun		1275243000.4281
Nayanar		1275243000.4281
Tourgis		1275243000.4281
Elementarnych		1275243000.4281
bosinada		1275243000.4281
Moundi		1275243000.4281
Vishvamitra		1275243000.4281
Giacomino		1275243000.4281
Haripada		1275243000.4281
insubric		1275243000.4281
sirventescs		1275243000.4281
bonvesin		1275243000.4281
Mahavir		1275243000.4281
Negre		1275243000.4281
Padakkappal		1275243000.4281
Aigar	(proper noun)	1275243000.4281
Venkatachar		1275243000.4281
veneta	(adjective)	1275243000.4281
tripura		1275243000.4281
Borneil		1275243000.4281
Circq		1275243000.4281
Nemade		1275243000.4281
Samsad		1275243000.4281
laelius		1275243000.4281
Amarjit		1275243000.4281
bositt		1275243000.4281
irayimman		1275243000.4281
Kolatkar		1275243000.4281
Muktibodh		1275243000.4281
Rej		1275243000.4281
fiestas	(noun)|(plural)	1275243000.4281
Vartaman		1275243000.4281
Channabasava		1275243000.4281
provenzale	(adjective)|(noun)	1275243000.4281
Srinatha		1275243000.4281
Verzee		1275243000.4281
kasper		1275243000.4281
Patois		1275243000.4281
narcyza		1275243000.4281
vachana		1275243000.4281
Cotentin		1275243000.4281
classifiers	(noun)|(plural)	1275243000.4281
proscrits		1275243000.4281
Tejaswi		1275243000.4281
skeealyn		1275243000.4281
Janicki		1275243000.4281
Saboly		1275243000.4281
Kathegalu		1275243000.4281
Bolong		1275243000.4281
deservedly	(verb)|(adverb)	1275243000.4281
Separa		1275243000.4281
Centenier		1275243000.4281
Adiga		1275243000.4281
Galaganath		1275243000.4281
Agarkar		1275243000.4281
Toloza		1275243000.4281
Krishen		1275243000.4281
Raso		1275243000.4281
Abhinavagupta		1275243000.4281
Goldern		1275243000.4281
Balestrieri		1275243000.4281
Casiano		1275243000.4281
playwrighting	(noun)	1275243000.4281
Flippe		1275243000.4281
Halmidi		1275243000.4281
Jangnama		1275243000.4281
kanda	(noun)	1275243000.4281
Nagarjun		1275243000.4281
Swamirao		1275243000.4281
Faldouet		1275243000.4281
theatral		1275243000.4281
Shant		1275243000.4281
Sudha		1275243000.4281
Chethuang		1275243000.4281
ramacharitham		1275243000.4281
Zapolska		1275243000.4281
Padmavat		1275243000.4281
Shabir		1275243000.4281
Murasing		1275243000.4281
jaishankar		1275243000.4281
Leelavathi		1275243000.4281
vaikom		1275243000.4281
Rwchabmung		1275243000.4281
Trinfe		1275243000.4281
Chintamani		1275243000.4281
zofia		1275243000.4281
rajasekharan		1275243000.4281
Dunveryssyn		1275243000.4281
Garros		1275243000.4281
Reeti		1275243000.4281
lankesh		1275243000.4281
Ketkar		1275243000.4281
Malleo		1275243000.4281
minga	(verb)|(noun)	1275243000.4281
Mochnacki		1275243000.4281
Ghailck		1275243000.4281
Padovana		1275243000.4281
Ramanujapuram		1275243000.4281
Barjols		1275243000.4281
Veerashaivas		1275243000.4281
Giovannin		1275243000.4281
jadwiga		1275243000.4281
pakistani	(noun)|(adjective)|(plural)	1275243000.4281
chandrakanta		1275243000.4281
Merrienne		1275243000.4281
Blandin		1275243000.4281
Mukund		1275243000.4281
pascon		1275243000.4281
fagunwa		1275243000.4281
Dnyaneshwar		1275243000.4281
nanak		1275243000.4281
Alindralal		1275243000.4281
Manikya		1275243000.4281
christianus	(adjective)	1275243000.4281
Sickle		1259499259.68207
Sinusitus		1259499259.68207
Impedimenta		1259499259.68207
Voronov		1259499259.68207
Alesia		1259499259.68207
mauvaise	(adjective)	1259499259.68207
Zantafio		1259499259.68207
Namdeo		1204396167.07098
Dhasal		1204396167.07098
Urechia		1194191890.66152
Lutetia		1138463703.63428
Vernay		1133606148.84253
Jorgen		1133606148.84253
Whosemoralsarelastix		1133549333.71387
Boneywasawarriorwayayix		1133549333.71387
frousse	(noun)	1133549333.71387
gorille	(noun)	1133549333.71387
faiseur	(noun)	1133549333.71387
colourised	(verb)	1133549333.71387
stowaway	(noun)	1133549333.71387
Torapa		1133549333.71387
Ezab		1133549333.71387
ivan	(noun)	1085712965.90417
Marbury		1063577152.62042
transcended	(verb)	1058098183.85753
Fanon		1017280437.42078
foire	(noun)	1015471278.11867
parchments	(noun)|(plural)	1012069793.369
bonne	(adjective)|(noun)	1007599667.23833
corne	(noun)	1007599407.74566
Juillard		1007599407.74566
Brontosaurus		1007599407.74566
Marsupilamis		1007599407.74566
UderzoHidden		1007599407.74566
vitalstatistix		1007599407.74566
champignon	(noun)	1007599407.74566
Arumbayas		1007599407.74566
eBlake		1007599407.74566
voyageur	(noun)	1007599407.74566
Corsicans	(proper noun)|(plural)	1007599407.74566
nid	(noun)|(verb)|(adverb)	1007599407.74566
Lagaffe		1007599407.74566
Denarii		1007599407.74566
Tabou		1007599407.74566
voleurs	(noun)|(plural)	1007599407.74566
draughtsmen	(noun)|(plural)	1007599407.74566
Jolyon	(proper noun)	1007599407.74566
francisco		981490983.075675
dario		977125902.899283
federico		977077127.026975
Palimpsest	(noun)	961346620.241492
exaltation	(noun)	958046617.622852
ghostwriters	(noun)|(plural)	957888359.927124
rhetor	(noun)	957033626.004816
birthdays	(noun)|(plural)	956514316.61803
Nanora		956457501.489368
foundings		956457501.489368
paeans	(noun)|(plural)	956457501.489368
epithalamia		956457501.489368
Reimagining		956457501.489368
dirges	(noun)|(plural)	956457501.489368
sugano		956457501.489368
Augusten		956439749.234655
Margolius		956432250.321074
Heda		956432250.321074
Westernization		954206081.77363
CABAL		944709667.454547
Ambedkari		944624444.761555
Jackal		943430430.584185
blindly	(verb)|(adverb)	943166154.901789
rafael		935360394.491905
Qajar		928339970.506911
Maupassant		922783271.63405
Gulistan		922572262.213815
Counsels		922522931.912797
Pazand		922522931.912797
hemistich	(noun)	922497683.838252
Abbasids		922490194.41686
Swedenborg		921715037.801031
lexicons	(noun)|(plural)	921681244.635721
versifying	(verb)	921681244.635721
bestiality	(noun)	921189807.942373
Denig		921165021.294557
Zarathustra	(proper noun)	921153877.051298
Mayakovsky		921141407.33856
Vichar		921132288.29862
Namag		921132288.29862
Shakur		921131119.263051
Nien		921119307.503803
Nask		921099555.302684
Shabuhragan		921092073.475041
Zariran		921092068.975041
Litterarum		921090899.939472
Khorasani		921067043.050643
Hatefi		921066825.306747
Qatran		921066825.306747
Bafqi		921066825.306747
Nozhat		921066825.306747
Khwaju		921066825.306747
Majd		921066823.806747
Abolkheir		921066822.306747
Suzani		921066822.306747
Pishevari		921066822.306747
Bistami		921066822.306747
neshat		921066822.306747
Suhrawardi		921066822.306747
vahshi		921066822.306747
Shabistari		921066822.306747
Zartosht		921066822.306747
Shirzi		921066822.306747
Wasef		921066822.306747
Mahsati		921066822.306747
Awhadi		921066822.306747
Warshtmansr		921066822.306747
Zadspram		921066822.306747
Walad		921066822.306747
Moezi		921066822.306747
Faani		921066822.306747
Shirzani		921066822.306747
Faqih		921066822.306747
Qazvini		921066822.306747
Ayyuqi		921066822.306747
Bidel		921066822.306747
Forughi		921066822.306747
Hamadani		921066822.306747
ePersian		921066822.306747
Sudgar		921066822.306747
Mihyar		921066822.306747
behistun		921066822.306747
Adarbad		921066822.306747
Poordavood		921066822.306747
Kisai		921066822.306747
Golchin		921066822.306747
Fazlallah		921066822.306747
ubayd		921066822.306747
Homam		921066822.306747
Hazin		921066822.306747
Loiq		921066822.306747
Sherali		921066822.306747
Khaghani		921066822.306747
Abusaeid		921066822.306747
Faghani		921066822.306747
Vohuman		921066822.306747
Rexurdimento		921065648.771178
rumi		921059350.979104
adabi		921059335.979104
Bustan		921059335.979104
Naqde		921059335.979104
Parched		921050918.923006
arberry		921049049.966096
Arberry		921049049.966096
rubaiyat		921041574.232203
avery		921041566.638453
Qari		921041566.638453
mahmoud		921041566.638453
Aufi		921034217.557148
