what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302486682103
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302486685095
closed,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302486685095
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302486686825
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1302486697736
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1302486697840
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302486708145
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486710125
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486712658
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302486714679
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302486742979
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1302486745485
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486746171
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486747017
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486747649
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1302486752500
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486756555
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486759612
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486784735
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302486789363
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486791191
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486794158
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1302486796025
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302486802189
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302486803985
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1302486807954
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486811927
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486812718
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486815022
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486816642
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486818503
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486843788
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486844756
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486867849
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1302486872766
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486879350
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486880073
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486881515
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486882380
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486886176
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486895382
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1302486896970
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302486899786
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1302486900421
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486900452
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486901781
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1302486902579
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486902621
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486903754
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1302486904725
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486904764
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486906872
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486909201
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486929865
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1302486934513
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302486934564
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1302486979274
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1302486984399
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1302486984801
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486989229
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486991638
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302486991710
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1302486994182
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302486997686
error,log,,,"No command output when running: 'am start -n net.cs76.ncaa/net.cs76.ncaa.Question -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1302487014310
activated,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1302487014488
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302487017230
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302487017350
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302487018561
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1302487021410
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302487022123
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1302487028467
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302487030237
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302487031721
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302487053024
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302487053695
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1302487077614
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302487097243
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302487103038
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1302487103943
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1302487114551
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1302487120538
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1302487120692
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1302487123281
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302487136476
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302487137450
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1302487289122
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1302487289555
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1302487289913
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1302487293040
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1302487293243
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.redo",1302487293361
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1302487295118
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1302487296224
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1302487311762
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1302487314295
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1302487364657
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1302487364820
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1302487365161
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1302487365547
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1302487366835
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1302487372877
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1302487377325
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302487379393
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1302487382259
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302487385962
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1302487404830
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302487415082
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1302487415175
